iReady_Admin,Subject,Student ID,Student Grade,Academic Year,Enrolled,Sex,Hispanic or Latino,Race,English Language Learner,Special Education,Economically Disadvantaged,Migrant,Class(es),Class Teacher(s),Report Group(s),Start Date,Completion Date,Baseline Diagnostic (Y/N),Most Recent Diagnostic (Y/N),Duration (min),Rush Flag,Overall Scale Score,Overall Placement,Overall Relative Placement,Percentile,Grouping,Lexile Measure,Lexile Range,Phonological Awareness Scale Score,Phonological Awareness Placement,Phonological Awareness Relative Placement,Phonics Scale Score,Phonics Placement,Phonics Relative Placement,High-Frequency Words Scale Score,High-Frequency Words Placement,High-Frequency Words Relative Placement,Vocabulary Scale Score,Vocabulary Placement,Vocabulary Relative Placement,Reading Comprehension: Overall Scale Score,Reading Comprehension: Overall Placement,Reading Comprehension: Overall Relative Placement,Reading Comprehension: Literature Scale Score,Reading Comprehension: Literature Placement,Reading Comprehension: Literature Relative Placement,Reading Comprehension: Informational Text Scale Score,Reading Comprehension: Informational Text Placement,Reading Comprehension: Informational Text Relative Placement,Diagnostic Gain,Annual Typical Growth Measure,Annual Stretch Growth Measure,Percent Progress to Annual Typical Growth (%),Percent Progress to Annual Stretch Growth (%),Mid On Grade Level Scale Score,Reading Difficulty Indicator (Y/N)
iReady 4,ELA,2092017,5,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 5 - Yentema - Homeroom IS-62c47c737082816f437258d6; Mathematics 5 - Crowell - Period 8-62f2b003e760951681540015; Reading 5 - Yentema - Period 11-62f2b003e760951681540004; Science 5 - Yentema - Period 7-62f2b003e76095168153fff9; Small Group Instruction/What I Need 5 - Yentema - Period 5-62f6a39a9d2533345d748d90,"Crowell, Siani; Moore, Andrea; Yentema, Jessica",5th Grade Reading; All IS Reading,06/06/2023,06/06/2023,N,Y,52,,496,Level 3,2 Grade Levels Below,9,1,540L,440L-590L,,Tested Out,Mid or Above Grade Level,460,Level 1,3 or More Grade Levels Below,,Tested Out,Mid or Above Grade Level,524,Level 3,2 Grade Levels Below,493,Level 2,3 or More Grade Levels Below,488,Level 2,3 or More Grade Levels Below,498,Level 2,3 or More Grade Levels Below,4,26,61,15,7,609,Not Provided
iReady 4,ELA,1032014,8,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"Algebra I - Nelson - Period 13-630647b14839ae3b4b0b9d30; Current Events 8 - Joyner - Period 11-639232b2f0d9f002dd40f468; ELA 8 - Fergusson - Period 3-6306414edec4186a935552a8; Homeroom 8 - Nelson - Homeroom MS-62c47c737082816f437258d0; Music 8 - Villamil Gomez - Period 6-63065c114d1c76105a6c2ef8; Science 8 - Davis - Period 8-63064681dbb9dd4f943007a2; Social Studies, History, and Geography 8 - Henry - Period 10-63065a5c19a57649536a7386","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,138,,660,Mid 8,Mid or Above Grade Level,83,5,1285L,1185L - 1335L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,691,Level 9,Mid or Above Grade Level,644,Mid 8,Mid or Above Grade Level,651,Mid 8,Mid or Above Grade Level,637,Early 8,Early On Grade Level,0,4,13,0,0,642,Not Provided
iReady 4,ELA,1052017,5,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,Homeroom 5 - Dupree - Homeroom IS-62c47c737082816f437258d7; Mathematics 5 - Crowell - Period 3-62f2b003e760951681540016; Reading 5 - Dupree - Period 8-62f2b003e76095168154000d; Science 5 - Dupree - Period 11-62f2b003e76095168153fffa; Small Group Instruction/What I Need 5 - Dupree - Period 5-62f6a39a9d2533345d748d8f,"Crowell, Siani; Dupree, David; Moore, Andrea",5th Grade Reading; All IS Reading; IS IEP; IS SPED,06/06/2023,06/06/2023,N,Y,33,,545,Level 4,1 Grade Level Below,26,3,765L,665L-815L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,578,Level 4,1 Grade Level Below,527,Level 3,2 Grade Levels Below,533,Level 3,2 Grade Levels Below,522,Level 3,2 Grade Levels Below,0,16,30,0,0,609,Not Provided
iReady 4,ELA,3252015,7,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,"Current Events 7 - Joyner - Period 3-639230c7d60ac242f53d6983; ELA 7 - McMillan - Period 8-6306414edec4186a935552a4; Homeroom 7 - Robinson - Homeroom MS-62c47c737082816f437258d1; Mathematics 7 - DiPierro - Period 13-630647b14839ae3b4b0b9d2b; Music 7 - Villamil Gomez - Period 3-63065c114d1c76105a6c2ef9; Science 7 - Kelley - Period 5-63064681dbb9dd4f943007a3; Social Studies, History, and Geography 7 - Erstein - Period 7-63065a5c19a57649536a7387","Davis, Georgette; DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,114,,657,Late 7,Mid or Above Grade Level,87,5,1270L,1170L-1320L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,657,Late 7,Mid or Above Grade Level,657,Late 7,Mid or Above Grade Level,650,Mid 7,Mid or Above Grade Level,663,Late 7,Mid or Above Grade Level,33,6,23,550,143,632,Not Provided
iReady 4,ELA,2332023,3,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 3 - Acevedo - Homeroom IS-62c47c737082816f437258d9; Mathematics 3 - Swaby - Period 3-62f2b003e760951681540017; Reading 3 - Acevedo - Period 7-62f2b003e76095168154000a; Science 3 - Jones - Period 14-62f2b003e760951681540000; Small Group Instruction/What I Need 3 - Jones - Period 5-62f6a39a9d2533345d748d8a,"Acevedo, Tiffany; Jones, Cierra; Swaby, Chisoney",3rd Grade Reading; All IS Reading,06/06/2023,06/07/2023,N,Y,103,Yellow Rush Flag,561,Late 3,Mid or Above Grade Level,73,5,835L,735L-885L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,570,Late 3,Mid or Above Grade Level,556,Mid 3,Mid or Above Grade Level,570,Late 3,Mid or Above Grade Level,542,Early 3,Early On Grade Level,81,26,40,312,203,545,N
iReady 4,ELA,1492015,8,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"Current Events 8 - Joyner - Period 7-6392320e6a1b2a3e970e4a59; ELA 8 - Fergusson - Period 6-6306414edec4186a935552a0; Homeroom 8 - Joyner - Homeroom MS-62c47c737082816f437258cd; Mathematics 8 - Nelson - Period 3-6307bc3276048d5eab5c5f17; Music 8 - Villamil Gomez - Period 14-63065c114d1c76105a6c2ef7; Science 8 - Davis - Period 11-63064681dbb9dd4f943007a5; Social Studies, History, and Geography 8 - Henry - Period 11-63065a5c19a57649536a7389","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,96,,598,Level 7,1 Grade Level Below,34,3,1005L,905L - 1055L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,577,Level 5,3 or More Grade Levels Below,609,Level 7,1 Grade Level Below,626,Early 8,Early On Grade Level,595,Level 7,1 Grade Level Below,10,12,36,83,28,642,Not Provided
iReady 4,ELA,1022019,3,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,Homeroom 3 - Acevedo - Homeroom IS-62c47c737082816f437258d9; Mathematics 3 - Swaby - Period 3-62f2b003e760951681540017; Reading 3 - Acevedo - Period 7-62f2b003e76095168154000a; Science 3 - Jones - Period 14-62f2b003e760951681540000; Small Group Instruction/What I Need 3 - Jones - Period 5-62f6a39a9d2533345d748d8a,"Acevedo, Tiffany; Jones, Cierra; Swaby, Chisoney",3rd Grade Reading; All IS Reading; IS ESL,06/06/2023,06/07/2023,N,Y,62,,523,Early 3,Early On Grade Level,41,3,665L,565L-715L,,Tested Out,Mid or Above Grade Level,607,Max Score,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,503,Level 2,1 Grade Level Below,512,Level 2,1 Grade Level Below,493,Level 2,1 Grade Level Below,531,Early 3,Early On Grade Level,53,33,63,161,84,545,N
iReady 4,ELA,1032023,K,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,"Homeroom K - Page - Homeroom PS-62c47c737082816f437258e3; Mathematics K - Page - Period 11-62f693766c6b433381175d2f; Reading K - Page - Period 5-62fa4e36c252017f1f562949; Science K - Page - Period 10-62fbb3244ef1494353591b4d; Small Group Instruction/What I Need K - Page - Period 3-62fa4d51ce97ff040813f521; Social Studies, History, and Geography K - Page - Period 13-62fa50d3f242b837da68a0a1; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2e","Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Kim, Yuri; Page, Chonda",All PS Reading; Kindergarten Reading; Primary School,06/06/2023,06/06/2023,N,Y,20,,362,Early K,Early On Grade Level,19,2,BR400L,BR400L,336,Emerging K,1 Grade Level Below,358,Emerging K,1 Grade Level Below,482,Level 2,Mid or Above Grade Level,366,Early K,Early On Grade Level,332,Emerging K,1 Grade Level Below,326,Emerging K,1 Grade Level Below,338,Emerging K,1 Grade Level Below,53,49,67,108,79,396,N
iReady 4,ELA,1062017,5,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,Homeroom 5 - Nance - Homeroom IS-62c47c737082816f437258d8; Mathematics 5 - Crowell - Period 11-62f2b003e760951681540019; Reading 5 - Nance - Period 3-62f2b003e760951681540003; Science 5 - Nance - Period 8-62f2b003e76095168153fffc; Small Group Instruction/What I Need 5 - Nance - Period 5-62f6a39a9d2533345d748d91,"Alfonse, Emily; Crowell, Siani; Lewis, Bridget; Moore, Andrea; Nance, Shanae",5th Grade Reading; All IS Reading,06/06/2023,06/08/2023,N,Y,120,,589,Early 5,Early On Grade Level,59,5,965L,865L-1015L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,584,Early 5,Early On Grade Level,591,Early 5,Early On Grade Level,604,Mid 5,Mid or Above Grade Level,578,Level 4,1 Grade Level Below,10,16,30,63,33,609,Not Provided
iReady 4,ELA,1002016,6,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"Current Events 6 - Joyner - Period 9-6392266703323b7435365050; ELA 6 - Campana - Period 3-62fa63c96ac2e61a14296ee5; Homeroom 6 - Erstein - Homeroom MS-62c47c737082816f437258d5; Mathematics 6 - Dougherty - Period 13-630647b14839ae3b4b0b9d2e; Music 6 - Villamil Gomez - Period 9-630654c37e0a833ef607c905; Science 6 - Kelley - Period 11-63064681dbb9dd4f943007a8; Social Studies, History, and Geography 6 - Erstein - Period 7-62fa6a0398e6686c6851842d","Campana, Ashley; Dougherty, Thomas; Erstein, Kali; Kelley, Brian; Lightfoot, Shea; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",6th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,90,,623,Mid 6,Mid or Above Grade Level,74,5,1115L,1015L-1165L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,615,Early 6,Early On Grade Level,627,Mid 6,Mid or Above Grade Level,638,Mid 6,Mid or Above Grade Level,618,Mid 6,Mid or Above Grade Level,8,9,25,89,32,616,Not Provided
iReady 4,ELA,1012016,6,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,"Current Events 6 - Joyner - Period 11-639227b3531f4e0adb7df1fa; ELA 6 - Campana - Period 11-62fa64519a95ca616659d131; Homeroom 6 - Kelley - Homeroom MS-62c47c737082816f437258d3; Mathematics 6 - Dougherty - Period 8-630647b14839ae3b4b0b9d2f; Music 6 - Villamil Gomez - Period 11-630654c37e0a833ef607c904; Science 6 - Kelley - Period 3-63064681dbb9dd4f943007a7; Social Studies, History, and Geography 6 - Erstein - Period 5-62fa6aa01d3889622b1e15eb","Campana, Ashley; Dougherty, Thomas; Erstein, Kali; Kelley, Brian; Lightfoot, Shea; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",6th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,103,,641,Late 6,Mid or Above Grade Level,86,5,1200L,1100L-1250L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,669,Level 7,Mid or Above Grade Level,626,Mid 6,Mid or Above Grade Level,623,Mid 6,Mid or Above Grade Level,629,Mid 6,Mid or Above Grade Level,45,12,26,375,173,616,Not Provided
iReady 4,ELA,1042014,8,2022-2023,Enrolled,female,N,Black or African American,,,,,"Algebra I - Nelson - Period 13-630647b14839ae3b4b0b9d30; Current Events 8 - Joyner - Period 11-639232b2f0d9f002dd40f468; ELA 8 - Fergusson - Period 3-6306414edec4186a935552a8; Homeroom 8 - Nelson - Homeroom MS-62c47c737082816f437258d0; Music 8 - Villamil Gomez - Period 6-63065c114d1c76105a6c2ef8; Science 8 - Davis - Period 8-63064681dbb9dd4f943007a2; Social Studies, History, and Geography 8 - Henry - Period 10-63065a5c19a57649536a7386","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,107,,712,Level 10,Mid or Above Grade Level,99,5,1520L,1420L - 1570L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,692,Level 9,Mid or Above Grade Level,728,Level 11,Mid or Above Grade Level,699,Level 9,Mid or Above Grade Level,776,Level 11,Mid or Above Grade Level,28,4,13,700,215,642,Not Provided
iReady 4,ELA,1082017,4,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,Homeroom 4 - Lynch - Homeroom IS-62c47c737082816f437258de; Mathematics 4 - Turner - Period 13-62f2b003e76095168154001c; Reading 4 - Lynch - Period 7-62f2b003e760951681540007; Science 4 - Lynch - Period 3-62f2b003e76095168153fffb; Small Group Instruction/What I Need 4 - Lynch - Period 11-62f6a39a9d2533345d748d8d,"Lynch, Ashley; Moore, Andrea; Turner, Inayah",4th Grade Reading; All IS Reading; Catapult Tutoring with Added Students; Updated Catapult Tutoring,06/06/2023,06/07/2023,N,Y,78,Red Rush Flag,479,Level 2,2 Grade Levels Below,10,3,465L,365L-515L,,Tested Out,Mid or Above Grade Level,588,Max Score,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,528,Level 3,1 Grade Level Below,416,Level K,3 or More Grade Levels Below,439,Level 1,3 or More Grade Levels Below,395,Level K,3 or More Grade Levels Below,0,20,36,0,0,579,Not Provided
iReady 4,ELA,1042020,2,2022-2023,Enrolled,male,N,Black or African American,,,,,Homeroom 2 - Wright - Homeroom PS-62c47c737082816f437258e4; Mathematics 2 - Wright - Period 3-62f693c16b50b95cca1b4ff8; Reading 2 - Zalot - Period 11-63110007911a1d042171476f; Science 2 - Del Rosario - Period 14-62fa506e8914f13d8a6cb7f6; Small Group Instruction/What I Need 2 - Wright - Period 5-631f57e4f5ecb5046708bbd9; Small Group Instruction/What I Need 2 - Wright - Period 6-631f45b566fd4f2b0a0a2eb1; Structured Play 2 - Gonzalez Giraldo - Period 4-62f693c16b50b95cca1b4ff5,"Brady, Jacquelyn; Cesar-Joisil, Daphnir; Del Rosario, Gina; Gonzalez Giraldo, Isabella; Wright, Ryan; Zalot, Amy",2A; 2nd Grade Reading; All PS Reading; Primary School,06/06/2023,06/07/2023,N,Y,117,,492,Early 2,Early On Grade Level,40,2,525L,425L-575L,,Tested Out,Mid or Above Grade Level,471,Level 1,1 Grade Level Below,595,Max Score,Mid or Above Grade Level,515,Early 2,Early On Grade Level,459,Level 1,1 Grade Level Below,478,Level 1,1 Grade Level Below,440,Level 1,1 Grade Level Below,52,39,53,133,98,513,N
iReady 4,ELA,1602015,7,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 7 - Joyner - Period 5-63923060f10539797e54e91b; ELA 7 - McMillan - Period 3-6306414edec4186a935552a5; Homeroom 7 - Abdul-Quddus - Homeroom MS-62c47c737082816f437258d4; Mathematics 7 - DiPierro - Period 8-630647b14839ae3b4b0b9d2c; Music 7 - Villamil Gomez - Period 6-63065c114d1c76105a6c2efb; Science 7 - Davis - Period 14-63064681dbb9dd4f943007a0; Social Studies, History, and Geography 7 - Erstein - Period 11-63065a5c19a57649536a738a","Davis, Georgette; DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students; Catapult Tutoring with Added Students; Catapult Tutoring- Original,06/06/2023,06/06/2023,N,Y,74,Red Rush Flag,546,Level 4,3 or More Grade Levels Below,16,3,770L,670L-820L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,559,Level 4,3 or More Grade Levels Below,539,Level 3,3 or More Grade Levels Below,550,Level 4,3 or More Grade Levels Below,529,Level 3,3 or More Grade Levels Below,0,12,37,0,0,632,Not Provided
iReady 4,ELA,1262016,6,2022-2023,Enrolled,female,N,Black or African American,,,,,"Current Events 6 - Joyner - Period 9-6392266703323b7435365050; ELA 6 - Campana - Period 3-62fa63c96ac2e61a14296ee5; Homeroom 6 - Erstein - Homeroom MS-62c47c737082816f437258d5; Mathematics 6 - Dougherty - Period 13-630647b14839ae3b4b0b9d2e; Music 6 - Villamil Gomez - Period 9-630654c37e0a833ef607c905; Science 6 - Kelley - Period 11-63064681dbb9dd4f943007a8; Social Studies, History, and Geography 6 - Erstein - Period 7-62fa6a0398e6686c6851842d","Campana, Ashley; Dougherty, Thomas; Erstein, Kali; Kelley, Brian; Lightfoot, Shea; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",6th Grade Reading; All MS Scholars; All MS Students; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,133,,644,Late 6,Mid or Above Grade Level,88,5,1215L,1115L-1265L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,602,Early 6,Early On Grade Level,668,Level 7,Mid or Above Grade Level,654,Level 7,Mid or Above Grade Level,683,Level 8,Mid or Above Grade Level,45,9,25,500,180,616,Not Provided
iReady 4,ELA,1052020,2,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 2 - Zalot - Homeroom PS-62c47c737082816f437258e2; Mathematics 2 - Wright - Period 5-62f693c16b50b95cca1b4ffa; Reading 2 - Zalot - Period 13-63110145716749135e754645; Science 2 - Del Rosario - Period 3-62fa506e8914f13d8a6cb7fb; Small Group Instruction/What I Need 2 - Zalot - Period 11-631f46a61fd27826215332fd; Structured Play 2 - Gonzalez Giraldo - Period 6-62f693c16b50b95cca1b4ff6,"Brady, Jacquelyn; Cesar-Joisil, Daphnir; Del Rosario, Gina; Gonzalez Giraldo, Isabella; Wright, Ryan; Zalot, Amy",2nd Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,75,,511,Early 2,Early On Grade Level,55,5,610L,510L-660L,,Tested Out,Mid or Above Grade Level,521,Mid 2,Mid or Above Grade Level,506,Max Score,Mid or Above Grade Level,500,Early 2,Early On Grade Level,514,Early 2,Early On Grade Level,505,Early 2,Early On Grade Level,523,Mid 2,Mid or Above Grade Level,37,39,53,95,70,513,N
iReady 4,ELA,1062020,2,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 2 - Del Rosario - Homeroom PS-62c47c737082816f437258e0; Mathematics 2 - Wright - Period 14-62f693c16b50b95cca1b4ff9; Reading 2 - Zalot - Period 3-6311008874fc9c462467db72; Science 2 - Del Rosario - Period 6-62fa506e8914f13d8a6cb7f9; Small Group Instruction/What I Need 2 - Del Rosario - Period 11-631f46170d210e04a75e8370; Small Group Instruction/What I Need 2 - Del Rosario - Period 13-631f5878e8ee8f670a399763; Structured Play 2 - Gonzalez Giraldo - Period 10-62f693c16b50b95cca1b4ff7,"Brady, Jacquelyn; Cesar-Joisil, Daphnir; Del Rosario, Gina; Gonzalez Giraldo, Isabella; Wright, Ryan; Zalot, Amy",2nd Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,56,,446,Level 1,1 Grade Level Below,16,1,315L,215L-365L,,Tested Out,Mid or Above Grade Level,457,Level 1,1 Grade Level Below,470,Level 2,Early On Grade Level,421,Level 1,1 Grade Level Below,441,Level 1,1 Grade Level Below,476,Level 1,1 Grade Level Below,402,Level K,2 Grade Levels Below,47,44,81,107,58,513,Y
iReady 4,ELA,1002021,1,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,ESL Grade 1 - Dougherty - Period 13-6329fc7de51efa2b5b21c3af; Homeroom 1 - Goodman - Homeroom PS-62c47c737082816f437258e5; Mathematics 1 - McMillan - Period 8-62f693a71f27ae5a02559a10; Reading 1 - McMillan - Period 3-6310fe0c96c9c7538f12ac27; Science 1 - Goodman - Period 13-62fa506e8914f13d8a6cb7f7; Small Group Instruction/What I Need 1 - McMillan - Period 15-631f5aa2e9d0bd691b5b2305; Small Group Instruction/What I Need 1 - McMillan - Period 6-631f44ebfd89496cd87e2dc0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0d,"Brady, Jacquelyn; Dougherty, Erin; Gonzalez Giraldo, Isabella; Goodman, Brandy; McMillan, Sharone",1st Grade Reading; All PS Reading; Catapult Tutoring with Added Students; PS ESL; Primary School,06/06/2023,06/07/2023,N,Y,84,,396,Level K,1 Grade Level Below,12,1,BR235L,BR335L-BR185L,371,Level K,1 Grade Level Below,402,Level K,1 Grade Level Below,395,Level K,1 Grade Level Below,357,Level K,1 Grade Level Below,426,Level K,1 Grade Level Below,447,Early 1,Early On Grade Level,411,Level K,1 Grade Level Below,38,49,67,78,57,458,Y
iReady 4,ELA,1072020,2,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 2 - Zalot - Homeroom PS-62c47c737082816f437258e2; Mathematics 2 - Wright - Period 5-62f693c16b50b95cca1b4ffa; Reading 2 - Zalot - Period 13-63110145716749135e754645; Science 2 - Del Rosario - Period 3-62fa506e8914f13d8a6cb7fb; Small Group Instruction/What I Need 2 - Zalot - Period 11-631f46a61fd27826215332fd; Structured Play 2 - Gonzalez Giraldo - Period 6-62f693c16b50b95cca1b4ff6,"Brady, Jacquelyn; Cesar-Joisil, Daphnir; Del Rosario, Gina; Gonzalez Giraldo, Isabella; Wright, Ryan; Zalot, Amy",2nd Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,60,,542,Late 2,Mid or Above Grade Level,80,5,750L,650L-800L,,Tested Out,Mid or Above Grade Level,543,Max Score,Mid or Above Grade Level,569,Max Score,Mid or Above Grade Level,491,Early 2,Early On Grade Level,559,Late 2,Mid or Above Grade Level,547,Late 2,Mid or Above Grade Level,571,Level 3,Mid or Above Grade Level,50,29,43,172,116,513,N
